5	0	136	56	28	220	22582.063	103.5874541284
5	1	218	0	2	220	18960.6621	86.9755422018
5	2	133	55	32	220	23077.456	105.8598486239
5	3	132	46	42	220	22571.6592	103.539753211


AI ID,AI ID,Player 1 Wins,Player 2 Wins,Draws,Max Runs,Total Time,Average Time
5,2,1,0,1,2,243.829,121.915
5,2,2,0,0,2,155.014,77.5069
5,2,2,0,0,2,214.485,107.242
5,2,1,1,0,2,177.383,88.6913
5,2,2,0,0,2,200.004,100.002
5,2,2,0,0,2,239.846,119.923
5,2,1,1,0,2,132.596,66.2981
5,2,0,2,0,2,163.629,81.8146
5,2,1,0,1,2,235.016,117.508
5,2,1,0,1,2,205.34,102.67
5,2,0,1,1,2,177.765,88.8825
5,2,2,0,0,2,187.784,93.8919
5,2,0,2,0,2,180.195,90.0976
5,2,1,0,1,2,159.731,79.8654
5,2,2,0,0,2,124.873,62.4364
5,2,1,1,0,2,216.936,108.468
5,2,0,1,1,2,229.732,114.866
5,2,0,1,1,2,215.513,107.756
5,2,2,0,0,2,188.952,94.4761
5,2,2,0,0,2,263.865,131.932
5,2,2,0,0,2,153.749,76.8745
5,2,1,0,1,2,257.625,128.813
5,2,2,0,0,2,210.012,105.006
5,2,2,0,0,2,315.297,157.648
5,2,1,1,0,2,279.774,139.887
5,2,0,2,0,2,259.197,129.598
5,2,1,1,0,2,224.529,112.265
5,2,2,0,0,2,221.052,110.526
5,2,1,1,0,2,224.396,112.198
5,2,1,1,0,2,240.639,120.32
5,2,1,0,1,2,191.58,95.7899
5,2,2,0,0,2,181.483,90.7416
5,2,1,0,1,2,155.395,77.6975
5,2,0,1,1,2,199.6,99.8
5,2,1,1,0,2,244.209,122.104
5,2,2,0,0,2,163.386,81.6928
5,2,1,0,1,2,285.184,142.592
5,2,1,1,0,2,182.175,91.0873
5,2,1,0,1,2,137.746,68.8728
5,2,2,0,0,2,262.145,131.072
5,2,0,2,0,2,238.962,119.481
5,2,2,0,0,2,241.863,120.931
5,2,2,0,0,2,183.859,91.9294
5,2,0,1,1,2,180.886,90.443
5,2,2,0,0,2,219.241,109.62
5,2,2,0,0,2,189.85,94.9251
5,2,0,1,1,2,312.384,156.192
5,2,1,1,0,2,129.695,64.8475
5,2,1,1,0,2,224.638,112.319
5,2,1,1,0,2,258.459,129.229
5,2,1,0,1,2,233.544,116.772
5,2,0,1,1,2,166.306,83.1531
5,2,1,1,0,2,192.157,96.0787
5,2,2,0,0,2,229.362,114.681
5,2,1,1,0,2,347.199,173.599
5,2,1,0,1,2,235.767,117.883
5,2,2,0,0,2,182.759,91.3797
5,2,1,1,0,2,183.837,91.9185
5,2,2,0,0,2,159.039,79.5197
5,2,1,0,1,2,179.739,89.8695
5,2,2,0,0,2,190.69,95.3452
5,2,2,0,0,2,203.404,101.702
5,2,1,0,1,2,234.309,117.155
5,2,1,0,1,2,342.796,171.398
5,2,1,1,0,2,279.184,139.592
5,2,1,1,0,2,286.415,143.207
5,2,2,0,0,2,226.682,113.341
